LOCATION,houseprice,year,quarter,interest,gdp
AUS,25.888599868295,1970,1,5.986667,24.9
AUS,26.2586514675378,1970,2,6.883333,25.3
AUS,26.7801401630026,1970,3,6.876667,25.3
AUS,26.8296768995855,1970,4,6.84,25.4
AUS,27.0258534271617,1971,1,6.846667,25.7
AUS,27.3156419791352,1971,2,6.833333,25.8
AUS,27.8027560982825,1971,3,6.803333,26.6
AUS,28.0905596553314,1971,4,6.37,26.6
AUS,28.3003225698231,1972,1,5.94,26.2
AUS,28.6057910534464,1972,2,5.85,26.8
AUS,28.9689242021653,1972,3,5.766667,26.7
AUS,29.9347250981649,1972,4,5.77,27
AUS,30.373791548928,1973,1,5.75,27.7
AUS,31.3293076171216,1973,2,6.346667,27.7
AUS,32.8779844750156,1973,3,7.283333,28
AUS,33.7618523524495,1973,4,8.353333,28.7
AUS,35.1493069912774,1974,1,8.363334,28.7
AUS,34.8240797501821,1974,2,8.783334,28.1
AUS,33.6154837907951,1974,3,9.5,28.5
AUS,32.6682058303877,1974,4,9.5,28.5
AUS,32.3765062160265,1975,1,9.466666,28.6
AUS,32.4520468236113,1975,2,9.5,29.5
AUS,32.4680795268915,1975,3,10,29.2
AUS,31.6718268329668,1975,4,10,28.7
AUS,31.8132924011663,1976,1,10.00333,30
AUS,31.6667355909992,1976,2,9.996667,30.1
AUS,31.2870602357754,1976,3,9.993333,30.3
AUS,31.3137418336971,1976,4,10.13,30.6
AUS,31.2048211705039,1977,1,10.4,30.4
AUS,31.0016992364141,1977,2,10.40667,30.9
AUS,30.770853800232,1977,3,10.33333,30.7
AUS,30.6881557034397,1977,4,9.766666,30.6
AUS,30.9245825887425,1978,1,9.253333,30.9
AUS,29.8897777704909,1978,2,9.123333,31.1
AUS,29.7896781362891,1978,3,9.033334,31.6
AUS,29.3108790850131,1978,4,8.83,31.9
AUS,30.088846919768802,1979,1,9.066667,32.7
AUS,31.0183178056083,1979,2,9.783334,32.2
AUS,31.32294951322,1979,3,10.07,32.5
AUS,31.37228533737,1979,4,10.07667,33.1
AUS,30.7925140673469,1980,1,10.73333,33.3
AUS,31.3168605583296,1980,2,11.75667,33.4
AUS,32.0970373859502,1980,3,11.79333,33.5
AUS,32.6358871799783,1980,4,12.30667,34.1
AUS,33.5969162307289,1981,1,13.1,34.2
AUS,33.5889783262716,1981,2,13.1,34.8
AUS,32.8421732028767,1981,3,14.63333,35.5
AUS,33.6595568687531,1981,4,15,35.3
AUS,32.2348679884389,1982,1,15.08333,35
AUS,32.0551751042778,1982,2,16,35.4
AUS,31.0267901514262,1982,3,16.03333,35.1
AUS,30.2095951380568,1982,4,14.38333,34.6
AUS,30.0399007588801,1983,1,13.66667,34.2
AUS,30.2696343631927,1983,2,13.96667,34.2
AUS,30.1944897226144,1983,3,14.55,35.1
AUS,30.8958683517666,1983,4,13.36667,35.7
AUS,31.1291139169037,1984,1,13.86667,36.6
AUS,31.3336065996647,1984,2,13.93333,37
AUS,32.6660752413026,1984,3,13.01667,37.3
AUS,32.1357641152699,1984,4,13.28333,37.6
AUS,33.0381747429721,1985,1,13.53333,38.1
AUS,32.5011759165244,1985,2,13.75,39
AUS,33.0679416923503,1985,3,13.71667,39.5
AUS,32.9115245838404,1985,4,14.81667,39.4
AUS,32.6833412968484,1986,1,13.46667,39.7
AUS,33.1405837078813,1986,2,12.61667,39.6
AUS,32.4367198767192,1986,3,14.05,39.7
AUS,31.8364224384022,1986,4,13.53333,40.4
AUS,31.6670874771782,1987,1,13.75,40.7
AUS,31.7053449753614,1987,2,12.95,41.4
AUS,31.7540436061053,1987,3,12.8,42.1
AUS,32.5238103534991,1987,4,13.26667,43
AUS,33.2984182025811,1988,1,12.2,43.2
AUS,34.7017933587308,1988,2,11.91667,43.2
AUS,37.626963762288,1988,3,11.9,43.5
AUS,40.4955089293591,1988,4,12.4,44.2
AUS,43.1974989208452,1989,1,13.53333,44.7
AUS,43.3020919742262,1989,2,13.6,45.6
AUS,42.7592620607836,1989,3,13.31667,46
AUS,41.9932606499198,1989,4,13.18333,45.9
AUS,41.5446755528123,1990,1,13.18,46.3
AUS,41.3372050135093,1990,2,13.56333,46.3
AUS,40.619661009321,1990,3,13.42667,46
AUS,39.816674883506,1990,4,12.55,46.3
AUS,39.7355768533889,1991,1,11.47667,45.7
AUS,40.0908655734449,1991,2,10.96667,45.6
AUS,41.0623321497791,1991,3,10.65667,45.8
AUS,40.6193664588815,1991,4,9.663333,45.9
AUS,40.2413774014873,1992,1,10.01333,46.2
AUS,40.307190618477,1992,2,9.15,46.6
AUS,40.1485280975468,1992,3,8.736667,47
AUS,40.2361613771724,1992,4,8.98,48
AUS,40.5060029976703,1993,1,8.133333,48.3
AUS,40.4120401331914,1993,2,7.543334,48.6
AUS,40.3087517275402,1993,3,6.786667,48.7
AUS,40.5032879965815,1993,4,6.66,49.6
AUS,40.9465227812658,1994,1,7.12,50.4
AUS,41.1576181198505,1994,2,8.953333,51
AUS,41.5613082324526,1994,3,9.753333,51.4
AUS,41.2322006858739,1994,4,10.34,51.9
AUS,41.4024217191366,1995,1,10.20627,51.9
AUS,40.5428932029723,1995,2,9.2537,52.1
AUS,40.284251948865,1995,3,8.964148,53.3
AUS,40.1314328844724,1995,4,8.419457,53.3
AUS,39.8941192613616,1996,1,8.389683,54.2
AUS,40.0892444888281,1996,2,8.879146,54.5
AUS,40.2732684804427,1996,3,8.224299,55
AUS,40.1841127611082,1996,4,7.3437,55.5
AUS,40.3141294352457,1997,1,7.584174,55.8
AUS,40.7567768534316,1997,2,7.583118,57.5
AUS,41.4561309109213,1997,3,6.534975,57.6
AUS,42.0703197596201,1997,4,6.117407,58.4
AUS,42.8496468958079,1998,1,5.852667,58.8
AUS,43.4653645557543,1998,2,5.633413,59.3
AUS,43.6406122842968,1998,3,5.501928,60.4
AUS,44.2385810037976,1998,4,4.983874,61.4
AUS,44.9982850145635,1999,1,5.318139,61.8
AUS,45.6414642843052,1999,2,5.813293,62
AUS,46.4806855507147,1999,3,6.272424,62.7
AUS,47.5446611803863,1999,4,6.633391,63.8
AUS,48.263191518272,2000,1,6.901983,64.1
AUS,48.8097184757201,2000,2,6.300913,64.7
AUS,47.7499610121118,2000,3,6.175162,64.8
AUS,48.5755804696181,2000,4,5.880219,64.6
AUS,49.463777438081,2001,1,5.285803,65.3
AUS,50.6714216532331,2001,2,5.805817,65.8
AUS,53.2834163740572,2001,3,5.808712,66.6
AUS,54.4768624909266,2001,4,5.560726,67.4
AUS,56.6367204390193,2002,1,6.037694,67.9
AUS,59.4673065049575,2002,2,6.172283,69.1
AUS,61.3421817893407,2002,3,5.647969,69.3
AUS,62.8498051157346,2002,4,5.517885,69.8
AUS,64.6423362401877,2003,1,5.238139,70
AUS,67.9257725421461,2003,2,5.058995,70.3
AUS,71.6591820570265,2003,3,5.423276,71.5
AUS,73.6126533703822,2003,4,5.746692,72.7
AUS,73.6828745433546,2004,1,5.578812,73.2
AUS,72.4176245768668,2004,2,5.868857,73.7
AUS,72.185798816161,2004,3,5.570985,74.3
AUS,72.594225676635,2004,4,5.344444,74.8
AUS,72.8895527175114,2005,1,5.467404,75.4
AUS,72.616582214605,2005,2,5.300068,75.7
AUS,71.9137135969756,2005,3,5.198432,76.6
AUS,72.3692570710377,2005,4,5.393989,77.2
AUS,73.0851506027192,2006,1,5.272268,77.3
AUS,74.501695772414,2006,2,5.689188,77.4
AUS,75.4582546555948,2006,3,5.736325,78.6
AUS,76.0763273755776,2006,4,5.653708,79.6
AUS,76.8029644111848,2007,1,5.807896,80.7
AUS,78.7994178746014,2007,2,6.011781,81.2
AUS,81.503574283309,2007,3,6.022596,82.1
AUS,83.4120224894512,2007,4,6.135811,82.5
AUS,83.5661026750328,2008,1,6.15216,83.3
AUS,81.7583839928806,2008,2,6.370742,83.6
AUS,79.6364325021875,2008,3,5.95831,84.2
AUS,77.6383179970848,2008,4,4.790564,83.8
AUS,77.4198644723948,2009,1,4.222159,84.6
AUS,79.8665499984235,2009,2,5.024317,85.2
AUS,83.2316085251878,2009,3,5.448237,85.4
AUS,86.6172185833998,2009,4,5.463333,86.1
AUS,89.0925342134956,2010,1,5.551667,86.5
AUS,89.9787569514131,2010,2,5.534167,87
AUS,89.3925000773169,2010,3,5.039166,87.6
AUS,89.0991268092211,2010,4,5.339167,88.5
AUS,87.7425701642225,2011,1,5.521667,88.2
AUS,86.1539855293941,2011,2,5.3325,89.3
AUS,84.8373357527786,2011,3,4.571667,90.5
AUS,83.2945131423523,2011,4,4.0925,91.5
AUS,83.8338771930984,2012,1,3.971667,92.4
AUS,83.0465412469773,2012,2,3.376667,93
AUS,82.7596373780524,2012,3,3.055833,93.6
AUS,83.5536827523886,2012,4,3.1125,94.1
AUS,84.2157702072371,2013,1,3.469167,94.5
AUS,85.5688419593226,2013,2,3.336667,94.9
AUS,87.537198941548,2013,3,3.87,95.6
AUS,89.8932776505798,2013,4,4.113333,96.4
AUS,91.2403548384597,2014,1,4.133333,97.1
AUS,92.1690770579613,2014,2,3.836667,97.5
AUS,93.7526436666238,2014,3,3.476667,98
AUS,94.7175134429494,2014,4,3.18,98.4
AUS,96.4688909272527,2015,1,2.54,99.3
AUS,99.9171311007401,2015,2,2.756667,99.4
AUS,102.205373536022,2015,3,2.773333,100.4
AUS,101.408604435985,2015,4,2.773333,101
AUS,102.02052862782,2016,1,2.593333,101.9
AUS,103.186569698481,2016,2,2.32,102.5
AUS,104.917573473483,2016,3,1.933333,102.7
AUS,108.279865446634,2016,4,2.5,103.8
AUS,110.960395445893,2017,1,2.763333,104
AUS,112.239359694283,2017,2,2.503333,104.7
AUS,112.415994950478,2017,3,2.646667,105.7
AUS,112.105530079536,2017,4,2.643333,106.2
AUS,111.434753871705,2018,1,2.776667,107.1
AUS,110.048688485974,2018,2,2.743333,108.1
AUS,108.359453238056,2018,3,2.62,108.5
AUS,104.47614001801,2018,4,2.596667,108.7
AUS,101.568769338288,2019,1,2.12,109.1
AUS,100.036014717151,2019,2,1.63,109.9
AUS,102.494955497673,2019,3,1.096667,110.8
AUS,105.234828786937,2019,4,1.126667,111.2
AUS,106.954454034411,2020,1,1.006667,110.9
AUS,105.499212161515,2020,2,0.8966666,103.3
AUS,106.365800367426,2020,3,0.89,106.9
AUS,108.373264314203,2020,4,0.89,110.4
AUS,114.267814616563,2021,1,1.353333,112.4
AUS,121.012280743697,2021,2,1.596667,113.2
AUT,79.1715350832186,2000,1,5.703333,80.4
AUT,79.1441107564235,2000,2,5.556667,80.9
AUT,76.1264555391817,2000,3,5.57,81.3
AUT,77.5463184789797,2000,4,5.396667,82.6
AUT,78.2329644055612,2001,1,5.07,82.3
AUT,75.794878009611,2001,2,5.256667,82.1
AUT,77.7202378905872,2001,3,5.156667,82.1
AUT,75.5782252011956,2001,4,4.833333,82.6
AUT,76.5588090625044,2002,1,5.18,83.3
AUT,76.16956918284,2002,2,5.313334,83.7
AUT,77.3894009606514,2002,3,4.8,84
AUT,75.8362534942809,2002,4,4.563334,83.6
AUT,75.306792359703,2003,1,4.086667,84.2
AUT,75.7390113174922,2003,2,3.923333,84.4
AUT,74.3113370161197,2003,3,4.173333,84.7
AUT,76.7707561271383,2003,4,4.38,84.8
AUT,69.964849005443,2004,1,4.183333,85.6
AUT,73.6820182377642,2004,2,4.343333,86.3
AUT,73.230946549749,2004,3,4.183333,87.1
AUT,74.4624908657801,2004,4,3.813333,87.4
AUT,73.8493558178776,2005,1,3.603333,87.4
AUT,74.630609340576,2005,2,3.38,88.4
AUT,74.0840287614796,2005,3,3.223333,89
AUT,76.0820675825086,2005,4,3.37,89.8
AUT,75.9714746215045,2006,1,3.486667,90.8
AUT,75.9919596916975,2006,2,3.993333,91.2
AUT,76.327756250293,2006,3,3.92,92.2
AUT,76.2328960691278,2006,4,3.8,93.2
AUT,77.285811213959,2007,1,4.046667,94
AUT,78.4195908648378,2007,2,4.39,95.2
AUT,78.4900407845906,2007,3,4.433333,95.5
AUT,76.8555264075015,2007,4,4.32,96.3
AUT,76.5693040944763,2008,1,4.18,96.9
AUT,75.2691569797002,2008,2,4.54,97.7
AUT,76.6565196238978,2008,3,4.573333,97.1
AUT,79.4356418895713,2008,4,4.14,94.9
AUT,79.7999812079574,2009,1,4.123333,93.3
AUT,80.13794770048,2009,2,4.153333,92.6
AUT,79.1252111289182,2009,3,3.85,93
AUT,79.8149802841937,2009,4,3.62,93.4
AUT,83.1076403238129,2010,1,3.646667,93
AUT,85.4394719163602,2010,2,3.29,94.3
AUT,86.8607446234087,2010,3,2.88,95.1
AUT,87.3660603816224,2010,4,3.086667,96.2
AUT,86.4172092353951,2011,1,3.633333,97.1
AUT,87.5961537025187,2011,2,3.573333,97.3
AUT,88.6149913933126,2011,3,2.943333,97.9
AUT,90.4069804039869,2011,4,3.126667,97.9
AUT,91.3585081310249,2012,1,3.046667,98.7
AUT,91.6351484169754,2012,2,2.536667,98.3
AUT,93.0479969389034,2012,3,2.026667,98.1
AUT,94.1139059351169,2012,4,1.88,98.1
AUT,94.4656900030785,2013,1,1.876667,97.8
AUT,94.8264707411455,2013,2,1.81,97.9
AUT,96.5646519211636,2013,3,2.206667,98.4
AUT,95.4690694200465,2013,4,2.146667,98.8
AUT,96.5244158217715,2014,1,1.983333,98.5
AUT,96.8714072022164,2014,2,1.68,99.2
AUT,95.2861580718823,2014,3,1.323333,99.1
AUT,98.2044284668095,2014,4,0.9633333,99.3
AUT,94.804795416761,2015,1,0.45,99.5
AUT,99.0127506355413,2015,2,0.6930966,99.7
AUT,102.963579052552,2015,3,1.00486,100.3
AUT,103.218874895146,2015,4,0.83745,100.4
AUT,105.945737307981,2016,1,0.5834867,101.5
AUT,106.512046810551,2016,2,0.35796,101.4
AUT,107.328641282509,2016,3,0.1378567,101.9
AUT,108.161636860498,2016,4,0.4222667,103
AUT,109.189585863486,2017,1,0.5842167,103.5
AUT,110.392069996866,2017,2,0.56556,104.1
AUT,110.673638637812,2017,3,0.64217,104.6
AUT,112.481663408753,2017,4,0.5411133,105.4
AUT,112.58882580105,2018,1,0.7727633,106.3
AUT,112.712519655256,2018,2,0.7431867,106.7
AUT,113.896133196857,2018,3,0.61955,106.8
AUT,115.111561058439,2018,4,0.6091067,107.9
AUT,115.454485620921,2019,1,0.42661,108.9
AUT,117.755718205084,2019,2,0.1941533,108.3
AUT,118.683108193476,2019,3,-0.2599033,108.6
AUT,120.661401324295,2019,4,-0.10913,108.2
AUT,122.172984626464,2020,1,-0.14598,105.6
AUT,124.423469014736,2020,2,-0.06082333,93.5
AUT,127.131797839617,2020,3,-0.2819433,103.7
AUT,128.29498795522,2020,4,-0.4106033,101.6
AUT,132.096452386224,2021,1,-0.2283433,101.2
AUT,135.727084412668,2021,2,0.02079333,105.5
BEL,38.8916421598812,1970,1,7.703333,NA
BEL,38.1512668975491,1970,2,7.793334,NA
BEL,37.2899913530545,1970,3,7.94,NA
BEL,36.4652145297137,1970,4,7.78,NA
BEL,35.8264420058172,1971,1,7.503334,NA
BEL,35.4415599418201,1971,2,7.346667,NA
BEL,35.338286439646,1971,3,7.253334,NA
BEL,35.4732424877516,1971,4,7.183333,NA
BEL,35.8985375593021,1972,1,7.01,NA
BEL,36.3303316862308,1972,2,7.07,NA
BEL,36.8097160860333,1972,3,6.946667,NA
BEL,37.2740503762847,1972,4,7.15,NA
BEL,38.8582451838927,1973,1,7.313334,NA
BEL,39.3990685707425,1973,2,7.28,NA
BEL,39.6741633762022,1973,3,7.593333,NA
BEL,39.6821123394272,1973,4,7.79,NA
BEL,38.8379110243152,1974,1,8.24,NA
BEL,40.6525596065616,1974,2,8.783334,NA
BEL,41.0786348267234,1974,3,9.066667,NA
BEL,40.1618427544049,1974,4,8.983334,NA
BEL,40.303761629544,1975,1,8.913333,NA
BEL,40.8505228330731,1975,2,8.193334,NA
BEL,41.1887178851637,1975,3,8.373333,NA
BEL,42.7284722919229,1975,4,8.583333,NA
BEL,45.2304424080003,1976,1,8.92,NA
BEL,45.6465764294291,1976,2,9.16,NA
BEL,46.6435206258402,1976,3,9.043333,NA
BEL,47.9991383670722,1976,4,9.23,NA
BEL,48.1512452456349,1977,1,9.126667,NA
BEL,49.4369046880642,1977,2,8.826667,NA
BEL,50.6397685280603,1977,3,8.573334,NA
BEL,53.3372695949077,1977,4,8.523334,NA
BEL,52.4386362488093,1978,1,9.173333,NA
BEL,53.3811454908665,1978,2,8.73,NA
BEL,54.7565107494657,1978,3,8.83,NA
BEL,55.3869034335102,1978,4,8.976666,NA
BEL,57.1905430179027,1979,1,9.103333,NA
BEL,56.9161863619197,1979,2,9.223333,NA
BEL,56.2949825677982,1979,3,9.836667,NA
BEL,55.0383926706753,1979,4,10.61,NA
BEL,54.4213614015731,1980,1,11.58667,NA
BEL,52.3145384865511,1980,2,11.97333,NA
BEL,50.2989227399772,1980,3,11.76667,NA
BEL,48.266004381772,1980,4,12.27333,NA
BEL,47.0445447583408,1981,1,12.96,NA
BEL,45.9553568046453,1981,2,13.38,NA
BEL,44.2707571641829,1981,3,13.71,NA
BEL,43.4760101194685,1981,4,13.69667,NA
BEL,41.4292286580465,1982,1,13.81333,NA
BEL,40.5730503080025,1982,2,13.63,NA
BEL,40.6507036407427,1982,3,13.33,NA
BEL,39.8044719911048,1982,4,12.94,NA
BEL,38.3193939544535,1983,1,12.44,NA
BEL,37.6778192850901,1983,2,11.79667,NA
BEL,36.7865274727428,1983,3,11.59333,NA
BEL,36.4892665089565,1983,4,11.93333,NA
BEL,36.5873829133777,1984,1,12.41667,NA
BEL,36.4222772386599,1984,2,12.39333,NA
BEL,35.7699047998958,1984,3,12.20333,NA
BEL,35.455722237618,1984,4,11.95667,NA
BEL,34.6693567898803,1985,1,11.73667,NA
BEL,34.3959353709907,1985,2,11.29,NA
BEL,34.9676798553133,1985,3,10.74333,NA
BEL,35.3749344456269,1985,4,10.10333,NA
BEL,35.5015501837122,1986,1,9.84,NA
BEL,36.0226691596196,1986,2,8.45,NA
BEL,36.9626078382188,1986,3,8.063334,NA
BEL,36.8814072398777,1986,4,8.15,NA
BEL,37.5366179968013,1987,1,8.19,NA
BEL,37.6893608109055,1987,2,8.056666,NA
BEL,38.2744919110549,1987,3,8.07,NA
BEL,38.6437800623423,1987,4,8.42,NA
BEL,39.3722159752015,1988,1,7.87,NA
BEL,40.623518592901,1988,2,7.89,NA
BEL,41.0223483394682,1988,3,8.176666,NA
BEL,41.4665466664731,1988,4,8.093333,NA
BEL,42.8645614780733,1989,1,8.326667,NA
BEL,44.0062538706356,1989,2,8.376667,NA
BEL,44.7859789558123,1989,3,8.393333,NA
BEL,46.5359630858671,1989,4,9.06,NA
BEL,47.681053975982,1990,1,10.15333,NA
BEL,47.5987235195606,1990,2,9.856667,NA
BEL,48.0743938502644,1990,3,9.956667,NA
BEL,48.4873657815389,1990,4,10.06,NA
BEL,48.3247279801658,1991,1,9.45,NA
BEL,47.6541981593056,1991,2,9.19,NA
BEL,48.9915631395508,1991,3,9.366667,NA
BEL,49.5552074126728,1991,4,9.136666,NA
BEL,50.3043946393514,1992,1,8.75,NA
BEL,51.4581970144756,1992,2,8.87,NA
BEL,51.0799288155345,1992,3,8.903334,NA
BEL,50.904129026026,1992,4,8.09,NA
BEL,51.2454607831718,1993,1,7.53,NA
BEL,52.3913797063749,1993,2,7.366667,NA
BEL,52.0044411785515,1993,3,7.116667,NA
BEL,53.6029095302964,1993,4,6.9,NA
BEL,53.8324685044503,1994,1,6.786667,NA
BEL,54.3026467680835,1994,2,7.603333,NA
BEL,54.8407956608027,1994,3,8.246667,NA
BEL,54.7602443741821,1994,4,8.366667,NA
BEL,55.4721345789383,1995,1,8.293333,68.2
BEL,55.5368012404986,1995,2,7.59,68.5
BEL,56.0812463514823,1995,3,7.186666,68.9
BEL,57.0257814481637,1995,4,6.853333,69.1
BEL,56.1060003590754,1996,1,6.64,68.9
BEL,56.9035386479835,1996,2,6.713333,69.4
BEL,56.8471276242876,1996,3,6.616667,69.7
BEL,57.6845620534473,1996,4,6,70.3
BEL,55.5506979039577,1997,1,5.796667,71
BEL,57.6659399905365,1997,2,5.916667,72.1
BEL,57.8362765981005,1997,3,5.693333,72.7
BEL,58.6731932573862,1997,4,5.606667,73.1
BEL,59.3992077835143,1998,1,5.12,73.3
BEL,59.3186077300964,1998,2,5.026667,73.6
BEL,60.9460516461536,1998,3,4.626667,73.8
BEL,61.9316309786163,1998,4,4.233333,73.9
BEL,63.2138825033633,1999,1,4.066667,74.7
BEL,64.2975260164089,1999,2,4.346667,75.7
BEL,65.4935970715553,1999,3,5.153333,76.8
BEL,64.7763948606158,1999,4,5.43,77.8
BEL,65.8332029088634,2000,1,5.733333,78.3
BEL,65.5666095813702,2000,2,5.58,78.9
BEL,65.1179248608064,2000,3,5.596667,79.2
BEL,66.353828863452,2000,4,5.46,80
BEL,67.0505672485942,2001,1,5.133333,80.1
BEL,66.961223009022,2001,2,5.306667,80.1
BEL,67.3840869872114,2001,3,5.213333,79.9
BEL,67.9233337153484,2001,4,4.87,79.8
BEL,68.8338515100252,2002,1,5.2,80.5
BEL,70.3235103740109,2002,2,5.33,81.2
BEL,71.5399633883974,2002,3,4.83,81.6
BEL,72.9093261066411,2002,4,4.586667,82
BEL,72.9629974892878,2003,1,4.18,81.7
BEL,73.9766418569547,2003,2,3.993333,81.9
BEL,75.081273580323,2003,3,4.176667,82.2
BEL,76.6687882197447,2003,4,4.373333,82.8
BEL,77.6226082500497,2004,1,4.196667,84.1
BEL,77.6989293978368,2004,2,4.373333,84.9
BEL,79.7202815615783,2004,3,4.21,85.6
BEL,81.655023439659,2004,4,3.83,85.9
BEL,84.1614277515237,2005,1,3.64,86.4
BEL,84.9689624585861,2005,2,3.43,86.9
BEL,86.3067718414036,2005,3,3.25,87.2
BEL,88.4288455358264,2005,4,3.393333,87.9
BEL,90.0559347448615,2006,1,3.536667,88.4
BEL,91.2889089926152,2006,2,4.003334,88.8
BEL,92.4269131803551,2006,3,3.916667,89.5
BEL,93.5228666391816,2006,4,3.803333,90.5
BEL,95.2195239687446,2007,1,4.06,91.8
BEL,96.2511346346556,2007,2,4.4,92.3
BEL,97.010705201011,2007,3,4.483333,93
BEL,97.1225707851742,2007,4,4.37,93.3
BEL,97.338380943422,2008,1,4.236667,93.7
BEL,97.3201109975373,2008,2,4.573333,93.8
BEL,97.3686905349161,2008,3,4.663333,93.3
BEL,98.2235106417826,2008,4,4.196667,91.2
BEL,97.9268145838728,2009,1,4.133333,90.3
BEL,97.0314055834213,2009,2,4.026667,90.4
BEL,98.5270150855039,2009,3,3.803333,91.5
BEL,98.1322547490727,2009,4,3.643333,92.3
BEL,98.5195304813272,2010,1,3.703333,92.7
BEL,98.5926584614618,2010,2,3.44,93.7
BEL,99.2424007860782,2010,3,3.146667,94
BEL,100.082972587806,2010,4,3.56,94.5
BEL,99.8481866075821,2011,1,4.186666,95
BEL,99.8928806068258,2011,2,4.213333,95.2
BEL,100.496342854845,2011,3,4.07,95.4
BEL,100.711419559653,2011,4,4.463333,95.7
BEL,100.771965033987,2012,1,3.78,95.9
BEL,100.65145759273,2012,2,3.33,95.9
BEL,100.375225317294,2012,3,2.613333,96.2
BEL,100.013228531321,2012,4,2.276667,96.1
BEL,100.941708466986,2013,1,2.34,95.9
BEL,100.741301951192,2013,2,2.18,96.4
BEL,100.448655599826,2013,3,2.646667,96.7
BEL,100.114906734052,2013,4,2.473333,96.9
BEL,98.4510714736874,2014,1,2.37,97.3
BEL,99.0670419476628,2014,2,1.993333,97.6
BEL,98.9199643828707,2014,3,1.436667,98.3
BEL,100.612073008637,2014,4,1.053333,98.8
BEL,98.8491359850492,2015,1,0.6166667,99.3
BEL,99.7894368285692,2015,2,0.83,100
BEL,100.566177311961,2015,3,1.053333,100.2
BEL,100.79524987442,2015,4,0.86,100.6
BEL,100.423821870872,2016,1,0.7333333,100.6
BEL,100.712982714614,2016,2,0.51,101.2
BEL,101.359776588674,2016,3,0.1766667,101.4
BEL,101.914084302787,2016,4,0.4833333,101.9
BEL,102.597176328038,2017,1,0.8133333,102.5
BEL,101.911846519667,2017,2,0.7233334,102.8
BEL,103.239753555318,2017,3,0.7533333,102.7
BEL,103.491288526146,2017,4,0.6,103.6
BEL,103.489670641883,2018,1,0.8466667,104
BEL,104.069687416211,2018,2,0.81,104.4
BEL,103.61002431517,2018,3,0.72,104.8
BEL,103.523357667852,2018,4,0.8033333,105.9
BEL,105.069922674384,2019,1,0.6666667,106.1
BEL,105.327928400628,2019,2,0.3433333,106.6
BEL,107.170766983114,2019,3,-0.1733333,107.3
BEL,107.884560620138,2019,4,-0.06333333,108
BEL,107.840758016535,2020,1,-0.06,104.7
BEL,109.568953660117,2020,2,0.04666667,92.5
BEL,109.831464361786,2020,3,-0.21,103.5
BEL,113.487825800541,2020,4,-0.37,103.3
BEL,114.748502127538,2021,1,-0.2033333,104.6
BEL,116.18750665387,2021,2,0.1133333,106.4
CAN,30.8364796616867,1970,1,8.2,29.3
CAN,30.9691457542811,1970,2,8.04,29.3
CAN,31.4195991830321,1970,3,7.96,29.6
CAN,31.6671181128538,1970,4,7.663333,29.6
CAN,31.45371427954,1971,1,6.766667,29.5
CAN,31.8151820009838,1971,2,7.09,30.3
CAN,31.7085826209389,1971,3,7.25,31.2
CAN,32.4453469032023,1971,4,6.673333,31.5
CAN,32.5946269940945,1972,1,6.866667,31.4
CAN,32.634505157024,1972,2,7.346667,32.3
CAN,32.8562761499919,1972,3,7.473333,32.4
CAN,33.5505697719091,1972,4,7.213333,33.1
CAN,34.4314763637709,1973,1,7.2,34
CAN,35.8334776604686,1973,2,7.56,34.4
CAN,37.9962413552903,1973,3,7.79,34.5
CAN,40.3501667727863,1973,4,7.563334,35.1
CAN,43.0781277285573,1974,1,7.796667,35.4
CAN,44.0356583936477,1974,2,8.906667,35.8
CAN,42.8328191524573,1974,3,9.716666,35.8
CAN,41.0429490397596,1974,4,9.06,35.6
CAN,41.715339304585,1975,1,8.293333,35.4
CAN,42.6264999445636,1975,2,8.78,35.8
CAN,43.3646489620761,1975,3,9.39,36.5
CAN,43.616626452357,1975,4,9.51,36.9
CAN,44.2233215525408,1976,1,9.383333,37.6
CAN,44.345822728454,1976,2,9.326667,38.4
CAN,44.3244380858281,1976,3,9.27,38.5
CAN,44.6487001711197,1976,4,8.936666,38.6
CAN,43.6518162437893,1977,1,8.61,39.2
CAN,43.1841574794924,1977,2,8.783334,39.4
CAN,42.6633146090541,1977,3,8.653334,39.6
CAN,42.3548246392852,1977,4,8.726666,40.2
CAN,41.2848715997299,1978,1,9.083333,40.6
CAN,41.997247030701,1978,2,9.206667,40.8
CAN,41.5298326756506,1978,3,9.16,41.2
CAN,41.601756755585,1978,4,9.493333,41.6
CAN,42.2728153600328,1979,1,9.886666,41.9
CAN,42.3949544490698,1979,2,9.753333,42.5
CAN,41.8282015801941,1979,3,10.02,42.8
CAN,41.8213308181918,1979,4,11.05667,43.1
CAN,41.5854238521526,1980,1,12.50667,43.4
CAN,42.4436666369101,1980,2,11.74667,43.4
CAN,43.6623982453719,1980,3,12.19,43.3
CAN,44.3526926839502,1980,4,12.91,43.9
CAN,44.7367278856114,1981,1,13.16333,44.9
CAN,44.1344437209491,1981,2,14.78333,45.4
CAN,44.3745675019701,1981,3,16.44667,45
CAN,43.7457985338902,1981,4,15.56333,44.8
CAN,40.7799896234742,1982,1,15.47667,44.2
CAN,38.0220720130418,1982,2,15.19667,43.7
CAN,36.7825031327249,1982,3,15.017,43.4
CAN,36.5853131866542,1982,4,12.051,43
CAN,38.2860606468113,1983,1,11.32783,43.7
CAN,37.9343400758366,1983,2,10.94117,44.5
CAN,37.3138614331207,1983,3,11.70917,45
CAN,36.5970031876819,1983,4,11.61617,45.6
