LOCATION,houseprice,year,quarter,interest,gdp
FRA,51.5470818163945,1997,4,5.4921,76.5
FRA,51.2499047239646,1998,1,5.031867,77.1
FRA,51.7232422016499,1998,2,4.9427,77.8
FRA,52.3246126545322,1998,3,4.500467,78.4
FRA,53.1719345820997,1998,4,4.0858,79
FRA,54.6187428670906,1999,1,3.944167,79.4
FRA,55.2339403146276,1999,2,4.203567,80
FRA,56.6406507810156,1999,3,5.004567,81
FRA,57.4864674388578,1999,4,5.282833,82.1
FRA,58.5260520192774,2000,1,5.570967,82.9
FRA,59.1956153545238,2000,2,5.3864,83.7
FRA,59.9589269000528,2000,3,5.3928,84.2
FRA,60.4784204784208,2000,4,5.2277,84.9
FRA,61.6545698600707,2001,1,4.903067,85.4
FRA,62.4644383503428,2001,2,5.118967,85.5
FRA,63.2999703032494,2001,3,5.0156,85.8
FRA,64.5669932728234,2001,4,4.7202,85.8
FRA,65.3651086946082,2002,1,5.0546,86.1
FRA,66.9693977224381,2002,2,5.203367,86.5
FRA,68.7183384304661,2002,3,4.696933,86.9
FRA,70.3940676622602,2002,4,4.489967,86.8
FRA,71.6696507476752,2003,1,4.1114,87
FRA,73.8302768174698,2003,2,3.936033,86.8
FRA,75.4852834267972,2003,3,4.133733,87.4
FRA,77.661231408251,2003,4,4.3424,88
FRA,80.3569604631956,2004,1,4.1059,88.9
FRA,82.5315524964935,2004,2,4.3066,89.4
FRA,85.2624988944588,2004,3,4.1589,89.7
FRA,88.1706237764789,2004,4,3.825267,90.3
FRA,91.1130957862409,2005,1,3.641933,90.6
FRA,94.0635048282076,2005,2,3.373767,90.8
FRA,96.6974870690301,2005,3,3.2335,91.2
FRA,99.4404103754172,2005,4,3.388567,91.9
FRA,101.860303808829,2006,1,3.5125,92.6
FRA,103.827539498416,2006,2,3.987033,93.5
FRA,105.370136394177,2006,3,3.897367,93.6
FRA,107.168444072101,2006,4,3.786067,94.3
FRA,108.328966174187,2007,1,4.054067,95
FRA,108.839238039707,2007,2,4.3879,95.7
FRA,109.347274409161,2007,3,4.442833,96.1
FRA,109.798054308803,2007,4,4.328,96.3
FRA,109.315381492421,2008,1,4.082867,96.7
FRA,107.871236995754,2008,2,4.469833,96.3
FRA,106.706013121936,2008,3,4.484667,96
FRA,104.664768020354,2008,4,3.899933,94.6
FRA,101.911983953792,2009,1,3.642367,93
FRA,100.159960853007,2009,2,3.787767,93
FRA,100.464709648324,2009,3,3.635733,93.1
FRA,101.521833990947,2009,4,3.5294,93.8
FRA,102.921712521893,2010,1,3.483733,94.1
FRA,104.183153767604,2010,2,3.1835,94.6
FRA,105.532318664842,2010,3,2.7816,95.2
FRA,107.412784614385,2010,4,3.019233,95.9
FRA,108.180070746784,2011,1,3.551933,96.8
FRA,109.520869431639,2011,2,3.536567,96.8
FRA,109.947990362,2011,3,3.009433,97.2
FRA,109.322854734472,2011,4,3.1863,97.4
FRA,108.210135085139,2012,1,3.0499,97.4
FRA,107.476714024761,2012,2,2.771567,97.3
FRA,106.81361895344,2012,3,2.2106,97.5
FRA,106.041216572468,2012,4,2.1119,97.4
FRA,105.19972355175,2013,1,2.160267,97.4
FRA,104.516403772631,2013,2,1.9621,98
FRA,103.595799144597,2013,3,2.365,98.1
FRA,103.539923065224,2013,4,2.330033,98.5
FRA,102.805444900987,2014,1,2.2629,98.6
FRA,102.893431825294,2014,2,1.858667,98.7
FRA,102.176188688988,2014,3,1.438733,99.2
FRA,100.97360756881,2014,4,1.105467,99.3
FRA,100.499486120464,2015,1,0.5934,99.8
FRA,99.6678568488554,2015,2,0.8397667,99.8
FRA,99.7985505301823,2015,3,1.0411,100.1
FRA,100.03410650049901,2015,4,0.8931667,100.3
FRA,100.442010082201,2016,1,0.6481333,100.9
FRA,100.288391678738,2016,2,0.4712333,100.7
FRA,100.906785199697,2016,3,0.1695,100.9
FRA,101.096498339693,2016,4,0.5826667,101.5
FRA,101.936623013595,2017,1,0.9718,102.3
FRA,102.69416057054,2017,2,0.7844667,103.2
FRA,103.54416143867,2017,3,0.7485333,103.8
FRA,103.371302080988,2017,4,0.7346333,104.7
FRA,103.662587823821,2018,1,0.892,104.7
FRA,103.810738564068,2018,2,0.7711333,105.1
FRA,104.558439538128,2018,3,0.7118667,105.5
FRA,105.07751994771,2018,4,0.7614334,106.3
FRA,105.512626612765,2019,1,0.5441333,106.9
FRA,106.229806496048,2019,2,0.2518,107.5
FRA,107.313933572057,2019,3,-0.2279333,107.6
FRA,108.187731039718,2019,4,-0.0472,107.3
FRA,109.735161548048,2020,1,-0.08086666,101.1
FRA,111.204060646235,2020,2,-0.005433333,87.5
FRA,112.218278026398,2020,3,-0.1754333,103.7
FRA,114.529824915426,2020,4,-0.3193333,102.6
FRA,114.932383543285,2021,1,-0.1752333,102.7
FRA,116.884820278943,2021,2,0.1180667,104
FRA,118.629269131157,2021,3,-0.0267,107.1
DEU,100.200217603059,1970,1,7.833333,NA
DEU,101.759932395198,1970,2,8.4,NA
DEU,103.192382925881,1970,3,8.533334,NA
DEU,103.703434135415,1970,4,8.5,NA
DEU,104.858221115313,1971,1,7.766667,NA
DEU,106.009416114911,1971,2,8.033334,NA
DEU,106.593906329784,1971,3,8.233334,NA
DEU,107.52794605019,1971,4,7.933333,NA
DEU,108.188992524868,1972,1,7.433333,NA
DEU,108.245817454638,1972,2,7.8,NA
DEU,108.089432850534,1972,3,7.933333,NA
DEU,107.807576040429,1972,4,8.333333,NA
DEU,107.13169645395,1973,1,8.6,NA
DEU,107.72019863266,1973,2,9.3,NA
DEU,107.904534682734,1973,3,9.766666,NA
DEU,107.687077671315,1973,4,9.566667,NA
DEU,107.487554456744,1974,1,10,NA
DEU,107.263160394505,1974,2,10.56667,NA
DEU,106.913896497534,1974,3,10.8,NA
DEU,105.558578325357,1974,4,10.4,NA
DEU,104.29059574287,1975,1,9.066667,NA
DEU,103.275301275922,1975,2,8.6,NA
DEU,102.936958953818,1975,3,8.5,NA
DEU,102.371954916166,1975,4,8.533334,NA
DEU,101.777475161139,1976,1,8.133333,NA
DEU,101.40342822868,1976,2,8.066667,NA
DEU,101.35070126101,1976,3,8.266666,NA
DEU,102.099163582141,1976,4,7.666667,NA
DEU,102.831629896665,1977,1,7.133333,NA
DEU,103.983766862333,1977,2,6.566667,NA
DEU,104.960295425276,1977,3,6.266667,NA
DEU,106.140674630901,1977,4,6.166667,NA
DEU,108.067774823732,1978,1,5.8,NA
DEU,108.978825674643,1978,2,5.866667,NA
DEU,110.442828262957,1978,3,6.3,NA
DEU,112.162156627777,1978,4,6.566667,NA
DEU,112.80671949141001,1979,1,7.033333,NA
DEU,112.88952247996,1979,2,7.7,NA
DEU,113.004724944277,1979,3,7.666667,NA
DEU,113.74508689191,1979,4,7.866667,NA
DEU,113.096665374949,1980,1,8.6,NA
DEU,113.268748750174,1980,2,8.6,NA
DEU,114.247723396574,1980,3,7.933333,NA
DEU,115.273261998254,1980,4,8.566667,NA
DEU,115.410488318424,1981,1,9.666667,NA
DEU,115.662286382898,1981,2,10.33333,NA
DEU,114.952567477941,1981,3,10.6,NA
DEU,113.38905341748,1981,4,9.933333,NA
DEU,112.287367662951,1982,1,9.633333,NA
DEU,111.065620537521,1982,2,8.9,NA
DEU,109.640181480983,1982,3,8.966666,NA
DEU,108.745253120164,1982,4,8.133333,NA
DEU,108.790841963804,1983,1,7.733333,NA
DEU,108.423668661651,1983,2,7.9,NA
DEU,106.746271913034,1983,3,8.366667,NA
DEU,105.426642732476,1983,4,8.333333,NA
DEU,103.880699419304,1984,1,8.233334,NA
DEU,102.622605577098,1984,2,8.166667,NA
DEU,101.945440743916,1984,3,8.033334,NA
DEU,101.31952723862899,1984,4,7.4,NA
DEU,99.9646566346668,1985,1,7.533333,NA
DEU,99.4934004958308,1985,2,7.233333,NA
DEU,99.873957636872,1985,3,6.7,NA
DEU,99.8721008582704,1985,4,6.7,NA
DEU,100.365850036758,1986,1,6.333333,NA
DEU,101.689290853625,1986,2,6,NA
DEU,101.442757170376,1986,3,6,NA
DEU,101.022048974729,1986,4,6.3,NA
DEU,101.04943695852,1987,1,6.066667,NA
DEU,100.432429428041,1987,2,5.833333,NA
DEU,100.038661703521,1987,3,6.5,NA
DEU,100.120545032909,1987,4,6.6,NA
DEU,100.74942817479,1988,1,6.333333,NA
DEU,100.570049367484,1988,2,6.5,NA
DEU,99.7266936179715,1988,3,6.7,NA
DEU,100.065420305338,1988,4,6.433333,NA
DEU,98.7952419572754,1989,1,6.866667,NA
DEU,98.3797294987013,1989,2,6.966667,NA
DEU,99.7916637999829,1989,3,6.866667,NA
DEU,101.636524084199,1989,4,7.4,NA
DEU,102.459021713666,1990,1,8.305,NA
DEU,104.190257868615,1990,2,8.77,NA
DEU,105.48549634988,1990,3,8.8825,NA
DEU,105.421500534035,1990,4,8.948334,NA
DEU,106.761324788613,1991,1,8.568334,73.7
DEU,106.223089515541,1991,2,8.386666,73.3
DEU,105.816369888684,1991,3,8.535833,73.1
DEU,105.175353809824,1991,4,8.291667,74.1
DEU,106.575789275309,1992,1,7.965,75.2
DEU,106.755001209352,1992,2,8.059167,74.6
DEU,107.441006402345,1992,3,7.939167,74.5
DEU,107.944633271029,1992,4,7.3775,74.3
DEU,107.235781663887,1993,1,6.891667,73.7
DEU,107.565576168333,1993,2,6.771667,73.7
DEU,108.41212548459,1993,3,6.39,74.1
DEU,108.968485615048,1993,4,5.9325,74.1
DEU,108.994112621906,1994,1,6.098333,75.1
DEU,110.379650034984,1994,2,6.774293,75.3
DEU,110.433723481717,1994,3,7.16707,75.8
DEU,110.638798404707,1994,4,7.49796,76.7
DEU,110.819422027131,1995,1,7.432434,76.5
DEU,110.771958786489,1995,2,6.911238,77
DEU,110.160522629223,1995,3,6.731236,77.2
DEU,109.301359875683,1995,4,6.3272640000000004,77.2
DEU,109.142514349672,1996,1,6.178932,76.5
DEU,108.512726171116,1996,2,6.460649,77.6
DEU,107.746154454733,1996,3,6.335878,77.9
DEU,106.911490334447,1996,4,5.886054,78.4
DEU,106.04714722161,1997,1,5.687952,78
DEU,105.613447152682,1997,2,5.782167,79
DEU,104.316184232474,1997,3,5.603083,79.3
DEU,104.035932082229,1997,4,5.48735,79.9
DEU,104.333891249158,1998,1,5.000309,80.6
DEU,103.863302449939,1998,2,4.888412,80.3
DEU,103.413247088429,1998,3,4.39031,80.7
DEU,103.438845051407,1998,4,4.016174,80.3
DEU,103.459746646126,1999,1,3.862942,81.2
DEU,102.861765314758,1999,2,4.074194,81.2
DEU,102.916912636874,1999,3,4.865303,82.2
DEU,103.660909646791,1999,4,5.16,82.8
DEU,103.208319005932,2000,1,5.46038,84
DEU,102.269345037881,2000,2,5.265034,84.7
DEU,102.679355074107,2000,3,5.246653,84.7
DEU,102.821607858742,2000,4,5.083768,84.4
DEU,102.075525191049,2001,1,4.74947,86.1
DEU,100.97180548027,2001,2,4.958238,86.1
DEU,100.541663927056,2001,3,4.884274,85.9
DEU,99.2356352106547,2001,4,4.594392,85.8
DEU,98.275753482299,2002,1,4.981076,85.4
DEU,98.4540192281149,2002,2,5.113489,85.7
DEU,98.3055836296599,2002,3,4.614058,86.2
DEU,97.4789889687376,2002,4,4.425696,86.1
DEU,96.4519385181227,2003,1,4.045159,84.8
DEU,98.1262501286919,2003,2,3.859635,84.9
DEU,96.9421976955311,2003,3,4.091324,85.5
DEU,96.7748865847479,2003,4,4.288452,85.7
DEU,96.5683848858536,2004,1,4.06481,85.6
DEU,94.4618593492948,2004,2,4.22102,86
DEU,93.6155907272951,2004,3,4.111212,85.9
DEU,93.4372676229354,2004,4,3.75158,85.8
DEU,95.7936958478548,2005,1,3.601651,85.8
DEU,93.6491439312503,2005,2,3.304279,86.2
DEU,95.4495558439503,2005,3,3.168684,87
DEU,93.7773037640244,2005,4,3.341457,87.4
DEU,93.4412364563023,2006,1,3.477085,88.2
DEU,93.1922550197836,2006,2,3.939394,89.7
DEU,92.1838541584558,2006,3,3.882574,90.4
DEU,93.5780147719566,2006,4,3.757448,91.8
DEU,88.709523176292,2007,1,4.002243,91.9
DEU,89.7308258288369,2007,2,4.330543,92.6
DEU,89.8105015359534,2007,3,4.342507,93.1
DEU,89.4803654324595,2007,4,4.192527,93.7
DEU,90.1097511206787,2008,1,3.926686,94.3
DEU,89.255018485478,2008,2,4.254127,94.1
DEU,87.7649781750295,2008,3,4.262302,93.5
DEU,88.4878640157866,2008,4,3.495958,92
DEU,89.1534579262287,2009,1,3.072666,87.7
DEU,89.2587751210447,2009,2,3.325879,87.8
DEU,89.5474961340905,2009,3,3.302082,88.3
DEU,90.3134240919855,2009,4,3.188245,89
DEU,89.0134599297618,2010,1,3.176558,89.7
DEU,89.1565248110596,2010,2,2.780656,91.7
DEU,89.4766413543974,2010,3,2.422121,92.5
DEU,88.4260564108961,2010,4,2.597734,93.2
DEU,90.5345009584768,2011,1,3.142469,95
DEU,90.3815724165942,2011,2,3.097448,95.1
DEU,90.513788690793,2011,3,2.262126,95.9
DEU,90.6448413689175,2011,4,1.9346969999999999,95.6
DEU,91.1633870814626,2012,1,1.834423,95.9
DEU,91.4752228413759,2012,2,1.420502,96
DEU,92.9944293150745,2012,3,1.358171,96.3
DEU,93.7425725044726,2012,4,1.367426,95.9
DEU,93.3240112025898,2013,1,1.470091,95.4
DEU,94.245407210921,2013,2,1.340261,96.5
DEU,94.1457715729514,2013,3,1.729582,97
DEU,94.0852178372985,2013,4,1.745698,97.3
DEU,94.8034347373689,2014,1,1.60766,98.2
DEU,95.9460901817983,2014,2,1.34931,98.2
DEU,96.6305965690671,2014,3,0.9973006,98.7
DEU,96.72423764871,2014,4,0.6996188,99.5
DEU,98.5622459660553,2015,1,0.3064242,99
DEU,99.4723077564041,2015,2,0.4901722,99.7
DEU,100.328510737322,2015,3,0.6575541,100.2
DEU,101.636935540219,2015,4,0.5266241,100.6
DEU,104.426120118802,2016,1,0.2582619,101.5
DEU,105.97866355002,2016,2,0.08344156,101.9
DEU,107.721066978703,2016,3,-0.1233719,102.2
DEU,108.959833911781,2016,4,0.1476652,102.6
DEU,109.536862902209,2017,1,0.2857233,103.8
DEU,110.60601021156,2017,2,0.2707985,104.6
DEU,112.137510479689,2017,3,0.3829814,105.5
DEU,114.200549097478,2017,4,0.3258413,106.4
DEU,115.496412195562,2018,1,0.5543564,105.9
DEU,116.381428315378,2018,2,0.4190476,106.5
DEU,118.275630938103,2018,3,0.3119717,106.1
DEU,119.101463921019,2018,4,0.3000802,106.5
DEU,120.392705850677,2019,1,0.06639322,107.6
DEU,121.524177899814,2019,2,-0.1631029,107.1
DEU,122.843631040891,2019,3,-0.5440379,107.5
DEU,125.156818255074,2019,4,-0.3737903,107.4
DEU,127.24626114123,2020,1,-0.4403333,105.5
DEU,127.852049408309,2020,2,-0.4667619,95
DEU,133.46543894285,2020,3,-0.5234892,103.6
DEU,135.998974776711,2020,4,-0.6135116,104.3
DEU,136.01714191528,2021,1,-0.4645942,102.4
DEU,139.405441148618,2021,2,-0.2790455,104.5
GRC,79.1825360301597,1997,1,NA,94.6
GRC,80.4749627034048,1997,2,NA,96.2
GRC,83.2482118565097,1997,3,9.49,97.7
GRC,87.4864985173939,1997,4,10.18,98.7
GRC,92.7407532227867,1998,1,10.44333,99.8
GRC,95.8948182790314,1998,2,7.9,100.3
GRC,97.8228390194499,1998,3,7.826667,100.6
GRC,98.5871220282206,1998,4,7.756667,101.4
GRC,97.9845083979482,1999,1,6.1,102.2
GRC,99.225269575154,1999,2,5.9,103.2
GRC,100.890702472536,1999,3,6.566667,103.6
GRC,103.691258590608,1999,4,6.666667,105.2
GRC,106.27093875989,2000,1,6.433333,105.6
GRC,109.579977604822,2000,2,6.133333,106.6
GRC,111.896305727932,2000,3,6.066667,108.6
GRC,117.052903741729,2000,4,5.8,110.1
GRC,121.720107165188,2001,1,5.326667,111.5
GRC,124.622113916343,2001,2,5.47,111.2
GRC,124.145975884372,2001,3,5.386667,113
GRC,130.452835640818,2001,4,5.033333,113.3
GRC,133.902228241188,2002,1,5.353333,114.2
GRC,140.455670849565,2002,2,5.463333,116.8
GRC,141.068525228149,2002,3,4.963333,117.4
GRC,142.594369217425,2002,4,4.71,118.3
GRC,144.477320809627,2003,1,4.31,120.8
GRC,142.733416568142,2003,2,4.07,122.9
GRC,143.062520422866,2003,3,4.243333,123.7
GRC,143.479586064581,2003,4,4.446667,126.4
GRC,141.137698913138,2004,1,4.296667,128.7
GRC,141.02502926375,2004,2,4.463333,128.6
GRC,142.220505724209,2004,3,4.313334,130.4
GRC,143.810001204127,2004,4,3.95,129.9
GRC,147.278468186087,2005,1,3.766667,129.1
GRC,151.451028255047,2005,2,3.6,129.4
GRC,154.925504349481,2005,3,3.41,131.2
GRC,158.210395973283,2005,4,3.563333,131.9
GRC,163.380199244781,2006,1,3.773333,136.2
GRC,165.617652389905,2006,2,4.28,136.6
GRC,168.24870929195,2006,3,4.193333,137.2
GRC,172.425022245375,2006,4,4.033333,140.7
GRC,171.293345550179,2007,1,4.26,139.6
GRC,171.871441433021,2007,2,4.57,143.7
GRC,172.861689354796,2007,3,4.656667,142.8
GRC,170.299797114938,2007,4,4.513333,142.1
GRC,168.282012278518,2008,1,4.393333,143
GRC,167.30263191028,2008,2,4.816667,142
GRC,166.646048698894,2008,3,4.966667,141.9
GRC,165.109894732996,2008,4,5.033333,139.9
GRC,157.960262708952,2009,1,5.723333,133.3
GRC,158.576555873132,2009,2,5.35,137
GRC,157.626866041195,2009,3,4.656667,136
GRC,158.437936861758,2009,4,4.966667,136.2
GRC,156.075826248102,2010,1,6.24,128.6
GRC,154.284555596016,2010,2,8.3,123.8
GRC,149.564901600323,2010,3,10.79333,119.6
GRC,147.216670740145,2010,4,11.03333,118.7
GRC,145.2897630918,2011,1,11.85667,114.2
GRC,141.525362996301,2011,2,15.49667,112.1
GRC,137.778675975378,2011,3,16.61,109.9
GRC,132.564487768639,2011,4,19.03333,105
GRC,126.413851321657,2012,1,24.73667,104.5
GRC,124.10374844771,2012,2,25.4,102.8
GRC,120.052938693851,2012,3,23.69,101.4
GRC,116.38199371562,2012,4,16.16333,100.5
GRC,113.624082598954,2013,1,11.14333,99.5
GRC,111.049880704192,2013,2,10.24,99.7
GRC,109.685715801182,2013,3,10.23,99.7
GRC,106.99796651568,2013,4,8.603333,100.4
GRC,105.119652667296,2014,1,7.593333,100.3
GRC,104.327018367997,2014,2,6.17,100.1
GRC,103.601782890424,2014,3,6.026667,101.1
GRC,103.068093137492,2014,4,7.926667,100.1
GRC,102.523490290237,2015,1,9.906667,100.6
GRC,100.039941238994,2015,2,11.46,100.6
GRC,98.8404138675912,2015,3,9.4,98.6
GRC,98.5961546031776,2015,4,7.81,100.4
GRC,99.1352110157933,2016,1,9.536667,99.5
GRC,98.7153556640435,2016,2,8.196667,99.2
GRC,97.9167297409916,2016,3,8.173333,99.5
GRC,98.128622093013007,2016,4,7.533333,100.1
GRC,97.0396983813666,2017,1,7.243333,99.9
GRC,96.968713419383,2017,2,6.106667,100.5
GRC,96.9440691771816,2017,3,5.48,101.5
GRC,97.1807982249373,2017,4,5.083333,100.6
GRC,97.1177490885282,2018,1,4.066667,102
GRC,97.958547896668,2018,2,4.24,102.2
GRC,99.0376916173191,2018,3,4.076667,101.9
GRC,100.740911838796,2018,4,4.356667,102.5
GRC,102.750070675638,2019,1,3.936667,103.4
GRC,105.499423283226,2019,2,3.153333,104.2
GRC,107.602380898866,2019,3,1.88,104.3
GRC,107.903719324079,2019,4,1.373333,104
GRC,109.682261348182,2020,1,1.46,102.4
GRC,112.88834860354,2020,2,1.766667,87.9
GRC,112.766315929998,2020,3,1.1,92.8
GRC,113.036731670758,2020,4,0.76,96.4
GRC,115.000106422099,2021,1,0.79,100.4
GRC,116.244286644453,2021,2,0.8933333,102.5
HUN,125.194097918301,2007,1,6.903333,94.7
HUN,126.390852351486,2007,2,6.63,94.5
HUN,128.838636398199,2007,3,6.683333,95
HUN,130.003322590278,2007,4,6.76,95.3
HUN,123.911238078196,2008,1,7.7,96.2
HUN,124.349463207948,2008,2,8.2,96.7
HUN,121.377950512584,2008,3,7.956666,96.6
HUN,124.523130658425,2008,4,9.096666,93.2
HUN,118.961498537971,2009,1,10.35333,89.3
HUN,113.678134293795,2009,2,10.26333,89.4
HUN,109.426559640079,2009,3,8.373333,89.4
HUN,107.292583380506,2009,4,7.503334,89.4
HUN,107.867062217267,2010,1,7.49,89.4
HUN,106.60457163067,2010,2,7.08,90.1
HUN,105.464795250743,2010,3,7.166667,90.8
HUN,104.295644495929,2010,4,7.39,90.8
HUN,101.770126699648,2011,1,7.461,91.6
HUN,100.471822526757,2011,2,7.126667,91.6
HUN,97.8412097483596,2011,3,7.493968,91.8
HUN,96.2794075015854,2011,4,8.46,92.9
HUN,94.5186833268565,2012,1,8.946667,91.2
HUN,90.4852586112511,2012,2,8.466666,90.7
HUN,88.7282443359627,2012,3,7.4,91
HUN,87.4295973691381,2012,4,6.75,90.8
HUN,86.8805110763984,2013,1,6.3,91
HUN,86.6011236897387,2013,2,5.583333,91.9
HUN,86.3760286437204,2013,3,6.083333,93.3
HUN,85.9828388708566,2013,4,5.726666,94.2
HUN,86.0765834812704,2014,1,5.82,94.9
HUN,87.683610895812,2014,2,5.023334,96.2
HUN,89.3504606130181,2014,3,4.55,97.1
HUN,92.5018243113053,2014,4,3.843333,97.6
HUN,93.4613169131382,2015,1,3.18,99.2
HUN,98.4907290129152,2015,2,3.576667,99.4
HUN,102.497267292673,2015,3,3.61,100.1
HUN,105.550686781273,2015,4,3.363333,101.1
HUN,108.657632555418,2016,1,3.283333,100.6
HUN,110.880215349326,2016,2,3.226667,102
HUN,113.392268395738,2016,3,2.863333,102.5
HUN,116.116903247377,2016,4,3.2,103.4
HUN,117.613887829026,2017,1,3.466667,104.8
HUN,120.212441635719,2017,2,3.123333,106.1
HUN,123.190598302803,2017,3,2.97,107
HUN,126.7381345869,2017,4,2.29,108.6
HUN,129.300762903102,2018,1,2.403333,110.5
HUN,132.444521860594,2018,2,2.92,111.6
HUN,136.584924102499,2018,3,3.456667,113.1
HUN,141.36747197511,2018,4,3.453333,114.3
HUN,147.005622077379,2019,1,2.853333,116.3
HUN,151.430504868588,2019,2,3.023333,116.7
HUN,152.754763404571,2019,3,2.06,118.1
HUN,152.588619277949,2019,4,1.923333,118.9
HUN,152.879266674575,2020,1,2.22,118.3
HUN,151.666291971909,2020,2,2.22,101.3
HUN,155.658672393034,2020,3,2.266667,112.8
HUN,154.846016744284,2020,4,2.193333,114.8
HUN,159.259587967001,2021,1,2.443333,116.5
HUN,160.990848771637,2021,2,2.826667,118.8
ISL,75.2204814845648,2000,2,10.98333,67
ISL,75.2842044949903,2000,3,11.46667,69
ISL,75.8919905621753,2000,4,12.03,68.5
ISL,75.3829838996796,2001,1,10.64667,68.5
ISL,74.6360469156137,2001,2,11.16,70.8
ISL,73.3281201613964,2001,3,9.936666,69
ISL,72.5484633951547,2001,4,9.693334,73.4
ISL,72.6653869603575,2002,1,9.29,68.7
ISL,72.54064361667,2002,2,8.483334,71.5
ISL,73.5660767145374,2002,3,7.532667,70.8
ISL,75.4039224579295,2002,4,6.532967,72.3
ISL,78.2823521220622,2003,1,6.1009,73.1
ISL,80.0827932740563,2003,2,6.81,71.2
ISL,82.6332920711598,2003,3,6.5309,71.3
ISL,84.0228732820243,2003,4,7.166667,73.7
ISL,83.8066352656198,2004,1,7.026667,76.3
ISL,85.2025575870399,2004,2,7.336667,75.8
ISL,87.4133268784443,2004,3,7.676667,79.4
ISL,90.9105677294592,2004,4,7.926667,80.4
ISL,98.2607786760164,2005,1,8.59,77.8
ISL,108.311236709758,2005,2,9.053333,83.7
ISL,114.868387073395,2005,3,8.993333,84
ISL,119.044788456833,2005,4,7.9111,85.5
ISL,121.666924234186,2006,1,8.4822,85
ISL,120.401589199438,2006,2,10.1847,88.4
ISL,119.214306888676,2006,3,8.227633,88.8
ISL,118.49121897968,2006,4,8.427733,89.7
ISL,119.612513939934,2007,1,8.713119,91.3
ISL,123.479207452837,2007,2,9.158449,95.6
ISL,127.772183816359,2007,3,9.543333,95.3
ISL,130.112414603304,2007,4,10.26333,99.5
ISL,128.570214346059,2008,1,10.55258,96.8
ISL,118.69311941466,2008,2,10.52631,99.5
ISL,113.50062210503,2008,3,10.11569,94.2
ISL,104.12178212676,2008,4,13.0784,99.5
ISL,98.8826668406805,2009,1,9.015108,89.7
ISL,91.3391483475533,2009,2,7.92,89.3
ISL,86.3984942847832,2009,3,8.293333,90.7
ISL,86.3863542104148,2009,4,7.796667,90.4
ISL,83.7720363026625,2010,1,7.28,85
ISL,84.6491773380913,2010,2,6.056667,88.4
ISL,84.8806696505069,2010,3,5.496666,86.7
ISL,85.2562574272138,2010,4,5.51,89.9
ISL,84.1994734496228,2011,1,5.243333,86.2
ISL,85.8420298317004,2011,2,6.376667,88.6
ISL,85.4649289288144,2011,3,6.516667,90.2
ISL,86.204496604233,2011,4,5.776667,91.5
ISL,86.1998296142682,2012,1,6.26,88.5
ISL,86.2527533927713,2012,2,6.443333,89.7
ISL,86.8284622324479,2012,3,6.11,90.3
ISL,85.8739793403845,2012,4,5.963333,91.7
ISL,85.613768491178,2013,1,5.55,92.3
ISL,87.2228235010412,2013,2,5.586667,93.8
ISL,89.2128955736402,2013,3,5.89,93.6
ISL,89.9562342285247,2013,4,6.13,96.9
ISL,91.6386150086874,2014,1,6.396667,94.1
ISL,92.953716095983,2014,2,6.483333,94.2
ISL,93.0764446832031,2014,3,6.59,97.5
ISL,94.6142900144359,2014,4,6.023334,97.3
ISL,97.8921454404859,2015,1,6.13,95.5
ISL,99.4099624104417,2015,2,7.033333,101.5
ISL,100.256917005256,2015,3,6.153333,100.7
ISL,102.440975143816,2015,4,5.72,102.3
ISL,103.964307485019,2016,1,5.87,99.3
ISL,104.851412582929,2016,2,5.983333,106.2
ISL,109.429120302338,2016,3,5.453333,108.1
ISL,116.513366142152,2016,4,5.106667,111.7
ISL,121.838928980616,2017,1,4.996666,107.3
ISL,131.173807077721,2017,2,4.723333,111.1
ISL,135.731137778054,2017,3,4.92,110.6
ISL,135.855396467053,2017,4,4.793334,114.1
ISL,136.97270985898,2018,1,4.986667,114.8
ISL,137.671741309584,2018,2,5.136667,116.9
ISL,138.800750507714,2018,3,5.483333,115.7
ISL,137.458888216404,2018,4,5.716667,117.3
ISL,137.98480730433,2019,1,4.973333,119.3
ISL,136.81030080262,2019,2,3.943333,118.8
ISL,136.864091974133,2019,3,3.57,116.8
ISL,139.918693746132,2019,4,3.41,121.1
ISL,140.421604254291,2020,1,2.78,115.3
ISL,143.200374289002,2020,2,2.09,106.4
ISL,143.80157384681,2020,3,2.346667,108.9
ISL,145.812287548028,2020,4,2.65,114.5
ISL,148.687596532946,2021,1,2.993333,110.9
ISL,155.556490209637,2021,2,3.28,115.5
ISL,160.223565454691,2021,3,3.39,112.9
IRL,33.9678898848711,1970,1,NA,NA
IRL,32.9802667912911,1970,2,NA,NA
IRL,32.1665840517423,1970,3,NA,NA
IRL,31.8271634005119,1970,4,NA,NA
IRL,32.4615874567235,1971,1,9.882807,NA
IRL,33.2142262361659,1971,2,9.479773,NA
IRL,34.065916741545,1971,3,9.422196,NA
IRL,34.5720932838488,1971,4,8.761762,NA
IRL,34.9315767017784,1972,1,8.467107,NA
IRL,34.1863702221223,1972,2,9.059804,NA
IRL,33.1579503223931,1972,3,9.730399,NA
IRL,32.2670083069632,1972,4,9.611859,NA
IRL,32.3465148358452,1973,1,9.882807,NA
IRL,32.3971401363176,1973,2,10.23504,NA
IRL,32.7849332667016,1973,3,11.3527,NA
IRL,33.2191329743342,1973,4,12.08764,NA
IRL,34.2216593461023,1974,1,13.68623,NA
